focal_cell_type,neighbor_cell_type,region,enrichment_score,log2_enrichment,n_focal_cells,n_rois,n_mice_effective,below_min_support,insufficient_support
neutrophil,myeloid,Cortex,0.7389628622848526,-0.4364262335521782,1599,11,2,False,False
neutrophil,neutrophil,Cortex,1.2251845884785857,0.2929991245916588,1712,12,2,False,False
activated_endothelial_cd140b,activated_endothelial_cd140b,Medulla,3.0698042437921917,1.6181466603138106,138,12,2,False,False
activated_endothelial_cd140b,activated_endothelial_cd44,Medulla,0.8988667717250872,-0.1538207967395741,138,12,2,False,False
activated_endothelial_cd140b,activated_fibroblast_cd140b,Medulla,1.0397273826361262,0.0562053021387788,138,12,2,False,False
activated_endothelial_cd140b,activated_fibroblast_cd44,Medulla,1.112676300527033,0.1540339452876888,108,9,2,False,False
activated_endothelial_cd140b,activated_immune,Medulla,3.173080729699013,1.6658842268511411,95,8,2,False,False
activated_endothelial_cd140b,activated_m2_cd140b,Medulla,1.5414585458550842,0.6242960918495912,128,10,2,False,False
activated_endothelial_cd140b,activated_m2_cd44,Medulla,0.5787659420249427,-0.7889480671389981,138,12,2,False,False
activated_endothelial_cd140b,activated_myeloid_cd140b,Medulla,2.253804427162335,1.1723623317459455,115,9,2,False,False
activated_endothelial_cd140b,activated_myeloid_cd44,Medulla,1.0217834229017335,0.0310894352019222,138,12,2,False,False
activated_endothelial_cd140b,endothelial,Medulla,1.4600485419524014,0.5460163349065489,138,12,2,False,False
activated_endothelial_cd140b,fibroblast,Medulla,0.7102004604197394,-0.4937017992355189,138,12,2,False,False
activated_endothelial_cd140b,immune_cells,Medulla,0.9187277921914953,-0.1222906229570395,138,12,2,False,False
activated_endothelial_cd140b,m2_macrophage,Medulla,0.8229883863075258,-0.2810560228489164,138,12,2,False,False
activated_endothelial_cd140b,myeloid,Medulla,0.9428808832605484,-0.0848525721141628,138,12,2,False,False
activated_endothelial_cd140b,neutrophil,Medulla,0.7263497672848525,-0.4612636623506653,138,12,2,False,False
activated_endothelial_cd44,activated_endothelial_cd140b,Medulla,0.6710699353335138,-0.5754649706358644,108,12,2,False,False
activated_endothelial_cd44,activated_endothelial_cd44,Medulla,2.4441156555783023,1.289312555116298,108,12,2,False,False
activated_endothelial_cd44,activated_fibroblast_cd140b,Medulla,0.7796480279202413,-0.3591051285756533,108,12,2,False,False
activated_endothelial_cd44,activated_fibroblast_cd44,Medulla,1.7483998820977518,0.8060351859489885,87,9,2,False,False
activated_endothelial_cd44,activated_immune,Medulla,2.854708771062744,1.5133435736181442,65,8,2,False,False
activated_endothelial_cd44,activated_m2_cd140b,Medulla,2.018027857214894,1.012946089800261,91,10,2,False,False
activated_endothelial_cd44,activated_m2_cd44,Medulla,0.761158914371448,-0.3937304045737377,108,12,2,False,False
activated_endothelial_cd44,activated_myeloid_cd140b,Medulla,,,71,9,1,False,True
activated_endothelial_cd44,activated_myeloid_cd44,Medulla,0.9358830028785248,-0.0955999087934454,108,12,2,False,False
activated_endothelial_cd44,endothelial,Medulla,1.2292138975097295,0.2977359832662798,108,12,2,False,False
activated_endothelial_cd44,fibroblast,Medulla,1.0471435276293375,0.0664592000600742,108,12,2,False,False
activated_endothelial_cd44,immune_cells,Medulla,0.6496234306642131,-0.6223244261982513,108,12,2,False,False
activated_endothelial_cd44,m2_macrophage,Medulla,0.5650675873381222,-0.8235046572960387,108,12,2,False,False
activated_endothelial_cd44,myeloid,Medulla,0.3449164390251811,-1.5356812043172936,108,12,2,False,False
activated_endothelial_cd44,neutrophil,Medulla,1.038814066467727,0.0549374546370781,108,12,2,False,False
activated_fibroblast_cd140b,activated_endothelial_cd140b,Medulla,1.271245865840044,0.3462430823685061,213,12,2,False,False
activated_fibroblast_cd140b,activated_endothelial_cd44,Medulla,0.7366117268424048,-0.4410237297937341,213,12,2,False,False
activated_fibroblast_cd140b,activated_fibroblast_cd140b,Medulla,1.5732203276762615,0.6537207326649264,213,12,2,False,False
activated_fibroblast_cd140b,activated_fibroblast_cd44,Medulla,1.5722728050058514,0.6528515612877109,163,9,2,False,False
activated_fibroblast_cd140b,activated_immune,Medulla,1.48968853660859,0.5750107242031877,140,8,2,False,False
activated_fibroblast_cd140b,activated_m2_cd140b,Medulla,,,172,10,1,False,True
activated_fibroblast_cd140b,activated_m2_cd44,Medulla,0.6567417294692294,-0.6066019676728915,213,12,2,False,False
activated_fibroblast_cd140b,activated_myeloid_cd140b,Medulla,1.4025602230262628,0.4880627184961089,152,9,2,False,False
activated_fibroblast_cd140b,activated_myeloid_cd44,Medulla,0.8159275916072274,-0.2934869670340458,213,12,2,False,False
activated_fibroblast_cd140b,endothelial,Medulla,0.9639943356408804,-0.0529034255761302,213,12,2,False,False
activated_fibroblast_cd140b,fibroblast,Medulla,1.4804380852119925,0.566024155476328,213,12,2,False,False
activated_fibroblast_cd140b,immune_cells,Medulla,1.086942451766035,0.1202755588108669,213,12,2,False,False
activated_fibroblast_cd140b,m2_macrophage,Medulla,0.7490922514591615,-0.4167846959267234,213,12,2,False,False
activated_fibroblast_cd140b,myeloid,Medulla,0.8429192054359341,-0.2465337407105295,213,12,2,False,False
activated_fibroblast_cd140b,neutrophil,Medulla,0.8565217040947436,-0.223438290500884,213,12,2,False,False
activated_fibroblast_cd44,activated_endothelial_cd140b,Medulla,1.112676300527033,0.1540339452876888,42,9,2,False,False
activated_fibroblast_cd44,activated_endothelial_cd44,Medulla,1.4911271348718436,0.5764032683723719,42,9,2,False,False
activated_fibroblast_cd44,activated_fibroblast_cd140b,Medulla,1.3586230794163854,0.4421452670839529,42,9,2,False,False
activated_fibroblast_cd44,activated_fibroblast_cd44,Medulla,,,42,9,1,False,True
activated_fibroblast_cd44,activated_immune,Medulla,,,22,6,1,False,True
activated_fibroblast_cd44,activated_m2_cd140b,Medulla,3.2178862588268493,1.6861133326721454,36,7,2,False,False
activated_fibroblast_cd44,activated_m2_cd44,Medulla,0.7526381616190808,-0.4099716534980273,42,9,2,False,False
activated_fibroblast_cd44,activated_myeloid_cd140b,Medulla,,,31,7,0,False,True
activated_fibroblast_cd44,activated_myeloid_cd44,Medulla,1.6467904179782904,0.7196569593247589,42,9,2,False,False
activated_fibroblast_cd44,endothelial,Medulla,0.8114582855748139,-0.301411162456916,42,9,2,False,False
activated_fibroblast_cd44,fibroblast,Medulla,1.390334537396138,0.4754320609147704,42,9,2,False,False
activated_fibroblast_cd44,immune_cells,Medulla,0.7260204444991067,-0.461917920272144,42,9,2,False,False
activated_fibroblast_cd44,m2_macrophage,Medulla,0.8933320147324796,-0.1627316295235374,42,9,2,False,False
activated_fibroblast_cd44,myeloid,Medulla,1.7750039822303516,0.8278222613145227,42,9,2,False,False
activated_fibroblast_cd44,neutrophil,Medulla,1.1137356001611851,0.1554067788086135,42,9,2,False,False
activated_immune,activated_endothelial_cd140b,Medulla,,,16,8,2,True,False
activated_immune,activated_endothelial_cd44,Medulla,,,16,8,2,True,False
activated_immune,activated_fibroblast_cd140b,Medulla,,,16,8,2,True,False
activated_immune,activated_fibroblast_cd44,Medulla,,,13,6,1,True,True
activated_immune,activated_immune,Medulla,,,16,8,0,True,True
activated_immune,activated_m2_cd140b,Medulla,,,12,6,1,True,True
activated_immune,activated_m2_cd44,Medulla,,,16,8,2,True,False
activated_immune,activated_myeloid_cd140b,Medulla,,,10,6,1,True,True
activated_immune,activated_myeloid_cd44,Medulla,,,16,8,2,True,False
activated_immune,endothelial,Medulla,,,16,8,2,True,False
activated_immune,fibroblast,Medulla,,,16,8,2,True,False
activated_immune,immune_cells,Medulla,,,16,8,2,True,False
activated_immune,m2_macrophage,Medulla,,,16,8,2,True,False
activated_immune,myeloid,Medulla,,,16,8,2,True,False
activated_immune,neutrophil,Medulla,,,16,8,2,True,False
activated_m2_cd140b,activated_endothelial_cd140b,Medulla,1.362486739201413,0.4462421885086762,36,10,2,False,False
activated_m2_cd140b,activated_endothelial_cd44,Medulla,1.42696118246001,0.512946089800261,36,10,2,False,False
activated_m2_cd140b,activated_fibroblast_cd140b,Medulla,,,36,10,1,False,True
activated_m2_cd140b,activated_fibroblast_cd44,Medulla,3.2178862588268493,1.6861133326721454,29,7,2,False,False
activated_m2_cd140b,activated_immune,Medulla,,,17,6,0,True,True
activated_m2_cd140b,activated_m2_cd140b,Medulla,3.5473096201068035,1.8267252586345204,36,10,2,False,False
activated_m2_cd140b,activated_m2_cd44,Medulla,1.106363701134622,0.1458257287628851,36,10,2,False,False
activated_m2_cd140b,activated_myeloid_cd140b,Medulla,7.889747403725414,2.9799791119971353,31,8,2,False,False
activated_m2_cd140b,activated_myeloid_cd44,Medulla,1.7466496379974634,0.8045902457955567,36,10,2,False,False
activated_m2_cd140b,endothelial,Medulla,0.668594209304799,-0.5807972350613126,36,10,2,False,False
activated_m2_cd140b,fibroblast,Medulla,,,36,10,1,False,True
activated_m2_cd140b,immune_cells,Medulla,1.3824883244057995,0.4672672964505935,36,10,2,False,False
activated_m2_cd140b,m2_macrophage,Medulla,2.105820032667627,1.0743821462058925,36,10,2,False,False
activated_m2_cd140b,myeloid,Medulla,2.6366711381336385,1.3987176406106996,36,10,2,False,False
activated_m2_cd140b,neutrophil,Medulla,0.8547809492656682,-0.2263733402661237,36,10,2,False,False
activated_m2_cd44,activated_endothelial_cd140b,Medulla,0.5194157212035106,-0.945038414026422,189,12,2,False,False
activated_m2_cd44,activated_endothelial_cd44,Medulla,0.5040371978349724,-0.9883978866547098,189,12,2,False,False
activated_m2_cd44,activated_fibroblast_cd140b,Medulla,0.7313592423595033,-0.4513478653700136,189,12,2,False,False
activated_m2_cd44,activated_fibroblast_cd44,Medulla,1.03563823325075,0.0505201321342411,135,9,2,False,False
activated_m2_cd44,activated_immune,Medulla,1.6422495261640109,0.7156733492894384,143,8,2,False,False
activated_m2_cd44,activated_m2_cd140b,Medulla,1.1182277021951617,0.1612139908458068,166,10,2,False,False
activated_m2_cd44,activated_m2_cd44,Medulla,2.0575591411646705,1.0409338991468966,189,12,2,False,False
activated_m2_cd44,activated_myeloid_cd140b,Medulla,2.507336152237222,1.326155427625838,156,9,2,False,False
activated_m2_cd44,activated_myeloid_cd44,Medulla,1.7040254866208442,0.768946913701383,189,12,2,False,False
activated_m2_cd44,endothelial,Medulla,0.4963551546295454,-1.0105553201044146,189,12,2,False,False
activated_m2_cd44,fibroblast,Medulla,0.6923730613985384,-0.5303785009493969,189,12,2,False,False
activated_m2_cd44,immune_cells,Medulla,1.112022752916958,0.1531863071123554,189,12,2,False,False
activated_m2_cd44,m2_macrophage,Medulla,1.3097415157458367,0.3892821165356598,189,12,2,False,False
activated_m2_cd44,myeloid,Medulla,1.1442529598838396,0.1944060238190327,189,12,2,False,False
activated_m2_cd44,neutrophil,Medulla,1.0287500063884731,0.0408924396059467,189,12,2,False,False
activated_myeloid_cd140b,activated_endothelial_cd140b,Medulla,,,18,9,2,True,False
activated_myeloid_cd140b,activated_endothelial_cd44,Medulla,,,18,9,1,True,True
activated_myeloid_cd140b,activated_fibroblast_cd140b,Medulla,,,18,9,2,True,False
activated_myeloid_cd140b,activated_fibroblast_cd44,Medulla,,,14,7,0,True,True
activated_myeloid_cd140b,activated_immune,Medulla,,,11,6,1,True,True
activated_myeloid_cd140b,activated_m2_cd140b,Medulla,,,15,8,2,True,False
activated_myeloid_cd140b,activated_m2_cd44,Medulla,,,18,9,2,True,False
activated_myeloid_cd140b,activated_myeloid_cd140b,Medulla,,,18,9,2,True,False
activated_myeloid_cd140b,activated_myeloid_cd44,Medulla,,,18,9,2,True,False
activated_myeloid_cd140b,endothelial,Medulla,,,18,9,2,True,False
activated_myeloid_cd140b,fibroblast,Medulla,,,18,9,2,True,False
activated_myeloid_cd140b,immune_cells,Medulla,,,18,9,2,True,False
activated_myeloid_cd140b,m2_macrophage,Medulla,,,18,9,2,True,False
activated_myeloid_cd140b,myeloid,Medulla,,,18,9,2,True,False
activated_myeloid_cd140b,neutrophil,Medulla,,,18,9,2,True,False
activated_myeloid_cd44,activated_endothelial_cd140b,Medulla,1.1919185498336582,0.2532856521038196,106,12,2,False,False
activated_myeloid_cd44,activated_endothelial_cd44,Medulla,1.376064108106626,0.4605476839157738,106,12,2,False,False
activated_myeloid_cd44,activated_fibroblast_cd140b,Medulla,0.8373092430436645,-0.2561675437862848,106,12,2,False,False
activated_myeloid_cd44,activated_fibroblast_cd44,Medulla,1.675280111092795,0.7444023380170205,67,9,2,False,False
activated_myeloid_cd44,activated_immune,Medulla,1.2380167436803369,0.3080308265564077,87,8,2,False,False
activated_myeloid_cd44,activated_m2_cd140b,Medulla,1.5480351090517332,0.6304381918185236,85,10,2,False,False
activated_myeloid_cd44,activated_m2_cd44,Medulla,1.540341510085973,0.623250247209502,106,12,2,False,False
activated_myeloid_cd44,activated_myeloid_cd140b,Medulla,2.636171418655681,1.398444185521882,81,9,2,False,False
activated_myeloid_cd44,activated_myeloid_cd44,Medulla,2.711250049567582,1.438958174273171,106,12,2,False,False
activated_myeloid_cd44,endothelial,Medulla,0.5507810305438242,-0.8604492224363148,106,12,2,False,False
activated_myeloid_cd44,fibroblast,Medulla,0.7348912410913976,-0.4443973382009816,106,12,2,False,False
activated_myeloid_cd44,immune_cells,Medulla,1.2023419480629836,0.2658472592908423,106,12,2,False,False
activated_myeloid_cd44,m2_macrophage,Medulla,1.4317383841666358,0.5177678987846969,106,12,2,False,False
activated_myeloid_cd44,myeloid,Medulla,1.3711217524843202,0.4553566848344097,106,12,2,False,False
activated_myeloid_cd44,neutrophil,Medulla,1.0041115030109051,0.0059194843373028,106,12,2,False,False
endothelial,activated_endothelial_cd140b,Medulla,1.5684788239619698,0.6493660514822601,692,12,2,False,False
endothelial,activated_endothelial_cd44,Medulla,1.220280334355512,0.287212615431918,692,12,2,False,False
endothelial,activated_fibroblast_cd140b,Medulla,0.9898421586593544,-0.0147296051238315,692,12,2,False,False
endothelial,activated_fibroblast_cd44,Medulla,0.7893207515219207,-0.3413164162005762,572,9,2,False,False
endothelial,activated_immune,Medulla,1.1714117341396055,0.2282482512420121,441,8,2,False,False
endothelial,activated_m2_cd140b,Medulla,0.9250056565308796,-0.1124659069620913,626,10,2,False,False
endothelial,activated_m2_cd44,Medulla,0.5024010884359913,-0.9930885051014808,692,12,2,False,False
endothelial,activated_myeloid_cd140b,Medulla,0.921953090316901,-0.1172347477998426,587,9,2,False,False
endothelial,activated_myeloid_cd44,Medulla,0.615949131461251,-0.6991168849069502,692,12,2,False,False
endothelial,endothelial,Medulla,1.535272010724691,0.6184942867077708,692,12,2,False,False
endothelial,fibroblast,Medulla,1.0290319098024834,0.0412877202299494,692,12,2,False,False
endothelial,immune_cells,Medulla,0.8880538905087736,-0.1712808673990296,692,12,2,False,False
endothelial,m2_macrophage,Medulla,0.8475894136152086,-0.2385625263139225,692,12,2,False,False
endothelial,myeloid,Medulla,0.9011644178153824,-0.1501377445349894,692,12,2,False,False
endothelial,neutrophil,Medulla,0.7521900859000835,-0.410830803554401,692,12,2,False,False
fibroblast,activated_endothelial_cd140b,Medulla,0.6259439539052775,-0.6758946087242552,289,12,2,False,False
fibroblast,activated_endothelial_cd44,Medulla,0.9173342251619464,-0.1244806280981959,289,12,2,False,False
fibroblast,activated_fibroblast_cd140b,Medulla,1.493184672052046,0.5783926041715142,289,12,2,False,False
fibroblast,activated_fibroblast_cd44,Medulla,1.556617971565203,0.6384149186269148,245,9,2,False,False
fibroblast,activated_immune,Medulla,1.1233654321390982,0.1678273145372659,208,8,2,False,False
fibroblast,activated_m2_cd140b,Medulla,0.4452679313353941,-1.1672543837788851,237,10,2,False,False
fibroblast,activated_m2_cd44,Medulla,0.547612415252402,-0.868772939708588,289,12,2,False,False
fibroblast,activated_myeloid_cd140b,Medulla,1.2859900818634742,0.3628795159927974,225,9,2,False,False
fibroblast,activated_myeloid_cd44,Medulla,0.5790910603061499,-0.7881378694317114,289,12,2,False,False
fibroblast,endothelial,Medulla,0.953044539953552,-0.069384455706428,289,12,2,False,False
fibroblast,fibroblast,Medulla,1.9097411819348444,0.933377129967724,289,12,2,False,False
fibroblast,immune_cells,Medulla,0.8206471008049965,-0.2851661352124744,289,12,2,False,False
fibroblast,m2_macrophage,Medulla,0.8098556812490454,-0.3042632566393011,289,12,2,False,False
fibroblast,myeloid,Medulla,0.9957852704100238,-0.0060934195753651,289,12,2,False,False
fibroblast,neutrophil,Medulla,0.8978593391112842,-0.1554386484305034,289,12,2,False,False
immune_cells,activated_endothelial_cd140b,Medulla,0.9192667295915122,-0.1214445678383517,292,12,2,False,False
immune_cells,activated_endothelial_cd44,Medulla,0.6039519129900204,-0.7274944090002373,292,12,2,False,False
immune_cells,activated_fibroblast_cd140b,Medulla,1.0693058931744075,0.0966746196042737,292,12,2,False,False
immune_cells,activated_fibroblast_cd44,Medulla,0.9095626993597288,-0.1367550035333616,200,9,2,False,False
immune_cells,activated_immune,Medulla,1.4426917207731813,0.5287630528252952,213,8,2,False,False
immune_cells,activated_m2_cd140b,Medulla,1.3671898010422872,0.4512135399553937,243,10,2,False,False
immune_cells,activated_m2_cd44,Medulla,1.2344966794255026,0.303922955895192,292,12,2,False,False
immune_cells,activated_myeloid_cd140b,Medulla,1.0314472048988554,0.0446699781028285,221,9,2,False,False
immune_cells,activated_myeloid_cd44,Medulla,1.2061243193758189,0.2703786184347619,292,12,2,False,False
immune_cells,endothelial,Medulla,0.8855113246119759,-0.1754173374787037,292,12,2,False,False
immune_cells,fibroblast,Medulla,0.7879939949543646,-0.3437434594729304,292,12,2,False,False
immune_cells,immune_cells,Medulla,1.2040678769468147,0.2679167234716378,292,12,2,False,False
immune_cells,m2_macrophage,Medulla,1.2920290948810729,0.3696385580875831,292,12,2,False,False
immune_cells,myeloid,Medulla,1.0868248528326088,0.1201194616997596,292,12,2,False,False
immune_cells,neutrophil,Medulla,0.85590710446838,-0.2244738720873709,292,12,2,False,False
m2_macrophage,activated_endothelial_cd140b,Medulla,0.7302647522256548,-0.4535084973648193,216,12,2,False,False
m2_macrophage,activated_endothelial_cd44,Medulla,0.6247923892300071,-0.6785512151702761,216,12,2,False,False
m2_macrophage,activated_fibroblast_cd140b,Medulla,0.6218449636304203,-0.6853731577494875,216,12,2,False,False
m2_macrophage,activated_fibroblast_cd44,Medulla,1.3112320769676815,0.3909230529576897,197,9,2,False,False
m2_macrophage,activated_immune,Medulla,1.599574525728931,0.6776882105810186,110,8,2,False,False
m2_macrophage,activated_m2_cd140b,Medulla,2.3484243210045253,1.2316931028694216,187,10,2,False,False
m2_macrophage,activated_m2_cd44,Medulla,1.3595852732522538,0.4431666401012185,216,12,2,False,False
m2_macrophage,activated_myeloid_cd140b,Medulla,0.9299962057689928,-0.1047032646123111,181,9,2,False,False
m2_macrophage,activated_myeloid_cd44,Medulla,1.383973991667515,0.4688168313815283,216,12,2,False,False
m2_macrophage,endothelial,Medulla,0.8038252655639224,-0.3150461704753767,216,12,2,False,False
m2_macrophage,fibroblast,Medulla,0.7328329763286192,-0.4484436709894125,216,12,2,False,False
m2_macrophage,immune_cells,Medulla,1.1863192199170003,0.2464922687574462,216,12,2,False,False
m2_macrophage,m2_macrophage,Medulla,1.5379029622587403,0.6209644758064418,216,12,2,False,False
m2_macrophage,myeloid,Medulla,1.2417119731198,0.3123305655538693,216,12,2,False,False
m2_macrophage,neutrophil,Medulla,0.8975535662697921,-0.1559300529035381,216,12,2,False,False
myeloid,activated_endothelial_cd140b,Medulla,1.0378608140689536,0.0536129790362923,165,12,2,False,False
myeloid,activated_endothelial_cd44,Medulla,0.6815530132903692,-0.5531022162331994,165,12,2,False,False
myeloid,activated_fibroblast_cd140b,Medulla,0.9002897652341839,-0.1515386761295022,165,12,2,False,False
myeloid,activated_fibroblast_cd44,Medulla,1.2985031865870649,0.3768495544612298,140,9,2,False,False
myeloid,activated_immune,Medulla,1.3219350677526978,0.4026513147186651,93,8,2,False,False
myeloid,activated_m2_cd140b,Medulla,2.2171673082595085,1.1487176406106996,136,10,2,False,False
myeloid,activated_m2_cd44,Medulla,1.1397698705155035,0.1887425610730772,165,12,2,False,False
myeloid,activated_myeloid_cd140b,Medulla,2.089123106102403,1.062897508838947,120,9,2,False,False
myeloid,activated_myeloid_cd44,Medulla,1.73413464237277,0.7942159172116268,165,12,2,False,False
myeloid,endothelial,Medulla,0.9377071018834062,-0.0927907357376952,165,12,2,False,False
myeloid,fibroblast,Medulla,1.0583452160352584,0.081810289291743,165,12,2,False,False
myeloid,immune_cells,Medulla,1.049725705585651,0.0700123994263865,165,12,2,False,False
myeloid,m2_macrophage,Medulla,1.330054252265266,0.4114850937548466,165,12,2,False,False
myeloid,myeloid,Medulla,1.1949255748778975,0.2569207637304384,165,12,2,False,False
myeloid,neutrophil,Medulla,0.8187437173210256,-0.2885161639142801,165,12,2,False,False
neutrophil,activated_endothelial_cd140b,Medulla,0.6990834350982357,-0.5164634444096043,1588,12,2,False,False
neutrophil,activated_endothelial_cd44,Medulla,0.8975003230271598,-0.1560156366986398,1588,12,2,False,False
neutrophil,activated_fibroblast_cd140b,Medulla,0.772714732408528,-0.3719921905666237,1588,12,2,False,False
neutrophil,activated_fibroblast_cd44,Medulla,1.1749167392264632,0.2325585234616405,1292,9,2,False,False
neutrophil,activated_immune,Medulla,0.6981694527437319,-0.5183508593648284,1051,8,2,False,False
neutrophil,activated_m2_cd140b,Medulla,0.8052871452598429,-0.3124247909449663,1374,10,2,False,False
neutrophil,activated_m2_cd44,Medulla,1.009985877015012,0.0143351194098815,1588,12,2,False,False
neutrophil,activated_myeloid_cd140b,Medulla,0.6879975351818785,-0.539524698546109,1238,9,2,False,False
neutrophil,activated_myeloid_cd44,Medulla,0.9860302137985434,-0.0202962407491962,1588,12,2,False,False
neutrophil,endothelial,Medulla,0.702757995261295,-0.5089001326805977,1588,12,2,False,False
neutrophil,fibroblast,Medulla,0.8540202976320443,-0.2276577358787171,1588,12,2,False,False
neutrophil,immune_cells,Medulla,0.8158712395498668,-0.2935866102402768,1588,12,2,False,False
neutrophil,m2_macrophage,Medulla,0.937123431142976,-0.0936890130967431,1588,12,2,False,False
neutrophil,myeloid,Medulla,0.8110116681570154,-0.3022054240068755,1588,12,2,False,False
neutrophil,neutrophil,Medulla,1.2463124686288247,0.3176658183024017,1588,12,2,False,False
