focal_cell_type,neighbor_cell_type,timepoint,enrichment_score,log2_enrichment,n_focal_cells,n_rois,n_mice_effective,below_min_support,insufficient_support
activated_endothelial_cd140b,activated_endothelial_cd140b,D3,2.8133846116326735,1.4923067938063168,73,6,2,False,False
activated_endothelial_cd140b,activated_endothelial_cd44,D3,0.7233017131683764,-0.467330526142131,73,6,2,False,False
activated_endothelial_cd140b,activated_fibroblast_cd140b,D3,0.8448846598953255,-0.2431736907169995,73,6,2,False,False
activated_endothelial_cd140b,activated_fibroblast_cd44,D3,,,60,5,1,False,True
activated_endothelial_cd140b,activated_immune,D3,,,23,2,1,False,True
activated_endothelial_cd140b,activated_m2_cd140b,D3,2.161656183139043,1.1121370770387844,73,6,2,False,False
activated_endothelial_cd140b,activated_m2_cd44,D3,0.5831974571474832,-0.7779436656352584,73,6,2,False,False
activated_endothelial_cd140b,activated_myeloid_cd140b,D3,,,32,3,1,False,True
activated_endothelial_cd140b,activated_myeloid_cd44,D3,,,73,6,1,False,True
activated_endothelial_cd140b,endothelial,D3,1.483481897189192,0.5689873218335293,73,6,2,False,False
activated_endothelial_cd140b,fibroblast,D3,1.0000856925829975,0.0001236229678215,73,6,2,False,False
activated_endothelial_cd140b,immune_cells,D3,0.7365682447029425,-0.4411088944962137,73,6,2,False,False
activated_endothelial_cd140b,m2_macrophage,D3,1.3278762869428522,0.4091207426728384,73,6,2,False,False
activated_endothelial_cd140b,myeloid,D3,0.5630662425486088,-0.8286234351492393,73,6,2,False,False
activated_endothelial_cd140b,neutrophil,D3,0.646897705775871,-0.62839049864739,73,6,2,False,False
activated_endothelial_cd44,activated_endothelial_cd140b,D3,0.6300650039862387,-0.6664274153371644,48,6,2,False,False
activated_endothelial_cd44,activated_endothelial_cd44,D3,2.2357510621101215,1.1607595614133783,48,6,2,False,False
activated_endothelial_cd44,activated_fibroblast_cd140b,D3,0.7570071214294206,-0.4016212226782269,48,6,2,False,False
activated_endothelial_cd44,activated_fibroblast_cd44,D3,,,36,5,1,False,True
activated_endothelial_cd44,activated_immune,D3,,,18,2,0,True,True
activated_endothelial_cd44,activated_m2_cd140b,D3,1.1094105041267035,0.1497932903737772,48,6,2,False,False
activated_endothelial_cd44,activated_m2_cd44,D3,1.147737444491837,0.198792649982373,48,6,2,False,False
activated_endothelial_cd44,activated_myeloid_cd140b,D3,,,28,3,1,False,True
activated_endothelial_cd44,activated_myeloid_cd44,D3,2.2742823520436826,1.1854113758687046,48,6,2,False,False
activated_endothelial_cd44,endothelial,D3,0.9005185786430555,-0.1511720541364768,48,6,2,False,False
activated_endothelial_cd44,fibroblast,D3,1.0523903449538248,0.0736699178209886,48,6,2,False,False
activated_endothelial_cd44,immune_cells,D3,0.784077022898923,-0.3509327121078062,48,6,2,False,False
activated_endothelial_cd44,m2_macrophage,D3,0.6984954482055691,-0.5176773806451067,48,6,2,False,False
activated_endothelial_cd44,myeloid,D3,0.7698790800271337,-0.3772962261504777,48,6,2,False,False
activated_endothelial_cd44,neutrophil,D3,1.0457307705354506,0.0645114691670184,48,6,2,False,False
activated_fibroblast_cd140b,activated_endothelial_cd140b,D3,1.0056889250744174,0.0081841265613879,92,6,2,False,False
activated_fibroblast_cd140b,activated_endothelial_cd44,D3,0.5593600308552354,-0.8381509253547383,92,6,2,False,False
activated_fibroblast_cd140b,activated_fibroblast_cd140b,D3,1.2986869070529898,0.3770536616663134,92,6,2,False,False
activated_fibroblast_cd140b,activated_fibroblast_cd44,D3,1.0865873215027766,0.1198041185936377,76,5,2,False,False
activated_fibroblast_cd140b,activated_immune,D3,,,41,2,0,False,True
activated_fibroblast_cd140b,activated_m2_cd140b,D3,1.9406097191381917,0.9565100032247272,92,6,2,False,False
activated_fibroblast_cd140b,activated_m2_cd44,D3,0.5818931948153288,-0.7811737208785292,92,6,2,False,False
activated_fibroblast_cd140b,activated_myeloid_cd140b,D3,,,52,3,1,False,True
activated_fibroblast_cd140b,activated_myeloid_cd44,D3,0.7943110478642661,-0.3322240253827221,92,6,2,False,False
activated_fibroblast_cd140b,endothelial,D3,1.0412707343115135,0.0583452235529557,92,6,2,False,False
activated_fibroblast_cd140b,fibroblast,D3,1.883051941307241,0.9130727951899906,92,6,2,False,False
activated_fibroblast_cd140b,immune_cells,D3,1.0232114331544464,0.0331042898003931,92,6,2,False,False
activated_fibroblast_cd140b,m2_macrophage,D3,1.0121029083210402,0.0173559874397002,92,6,2,False,False
activated_fibroblast_cd140b,myeloid,D3,0.928800719790772,-0.106559004641059,92,6,2,False,False
activated_fibroblast_cd140b,neutrophil,D3,0.8372271994886537,-0.2563089128566012,92,6,2,False,False
activated_fibroblast_cd44,activated_endothelial_cd140b,D3,,,14,5,1,True,True
activated_fibroblast_cd44,activated_endothelial_cd44,D3,,,14,5,1,True,True
activated_fibroblast_cd44,activated_fibroblast_cd140b,D3,,,14,5,2,True,False
activated_fibroblast_cd44,activated_fibroblast_cd44,D3,,,14,5,0,True,True
activated_fibroblast_cd44,activated_immune,D3,,,6,2,0,True,True
activated_fibroblast_cd44,activated_m2_cd140b,D3,,,14,5,0,True,True
activated_fibroblast_cd44,activated_m2_cd44,D3,,,14,5,2,True,False
activated_fibroblast_cd44,activated_myeloid_cd140b,D3,,,8,3,0,True,True
activated_fibroblast_cd44,activated_myeloid_cd44,D3,,,14,5,0,True,True
activated_fibroblast_cd44,endothelial,D3,,,14,5,2,True,False
activated_fibroblast_cd44,fibroblast,D3,,,14,5,2,True,False
activated_fibroblast_cd44,immune_cells,D3,,,14,5,2,True,False
activated_fibroblast_cd44,m2_macrophage,D3,,,14,5,2,True,False
activated_fibroblast_cd44,myeloid,D3,,,14,5,2,True,False
activated_fibroblast_cd44,neutrophil,D3,,,14,5,2,True,False
activated_immune,activated_endothelial_cd140b,D3,,,2,2,1,True,True
activated_immune,activated_endothelial_cd44,D3,,,2,2,0,True,True
activated_immune,activated_fibroblast_cd140b,D3,,,2,2,0,True,True
activated_immune,activated_fibroblast_cd44,D3,,,2,2,0,True,True
activated_immune,activated_immune,D3,,,2,2,0,True,True
activated_immune,activated_m2_cd140b,D3,,,2,2,0,True,True
activated_immune,activated_m2_cd44,D3,,,2,2,1,True,True
activated_immune,activated_myeloid_cd140b,D3,,,2,2,1,True,True
activated_immune,activated_myeloid_cd44,D3,,,2,2,0,True,True
activated_immune,endothelial,D3,,,2,2,1,True,True
activated_immune,fibroblast,D3,,,2,2,1,True,True
activated_immune,immune_cells,D3,,,2,2,0,True,True
activated_immune,m2_macrophage,D3,,,2,2,1,True,True
activated_immune,myeloid,D3,,,2,2,0,True,True
activated_immune,neutrophil,D3,,,2,2,1,True,True
activated_m2_cd140b,activated_endothelial_cd140b,D3,,,14,6,2,True,False
activated_m2_cd140b,activated_endothelial_cd44,D3,,,14,6,2,True,False
activated_m2_cd140b,activated_fibroblast_cd140b,D3,,,14,6,2,True,False
activated_m2_cd140b,activated_fibroblast_cd44,D3,,,12,5,0,True,True
activated_m2_cd140b,activated_immune,D3,,,3,2,0,True,True
activated_m2_cd140b,activated_m2_cd140b,D3,,,14,6,2,True,False
activated_m2_cd140b,activated_m2_cd44,D3,,,14,6,0,True,True
activated_m2_cd140b,activated_myeloid_cd140b,D3,,,9,3,1,True,True
activated_m2_cd140b,activated_myeloid_cd44,D3,,,14,6,1,True,True
activated_m2_cd140b,endothelial,D3,,,14,6,2,True,False
activated_m2_cd140b,fibroblast,D3,,,14,6,2,True,False
activated_m2_cd140b,immune_cells,D3,,,14,6,2,True,False
activated_m2_cd140b,m2_macrophage,D3,,,14,6,2,True,False
activated_m2_cd140b,myeloid,D3,,,14,6,1,True,True
activated_m2_cd140b,neutrophil,D3,,,14,6,2,True,False
activated_m2_cd44,activated_endothelial_cd140b,D3,0.8012840427997139,-0.319614348510103,81,6,2,False,False
activated_m2_cd44,activated_endothelial_cd44,D3,1.0073596248688677,0.0105788138248786,81,6,2,False,False
activated_m2_cd44,activated_fibroblast_cd140b,D3,0.641783719218094,-0.639840903119371,81,6,2,False,False
activated_m2_cd44,activated_fibroblast_cd44,D3,1.2718035628484696,0.346875855536181,74,5,2,False,False
activated_m2_cd44,activated_immune,D3,,,48,2,1,False,True
activated_m2_cd44,activated_m2_cd140b,D3,1.6432077874447304,0.7165149239652353,81,6,2,False,False
activated_m2_cd44,activated_m2_cd44,D3,1.7485124722620895,0.8061280869172365,81,6,2,False,False
activated_m2_cd44,activated_myeloid_cd140b,D3,,,56,3,1,False,True
activated_m2_cd44,activated_myeloid_cd44,D3,1.5514608745661358,0.6336273147969294,81,6,2,False,False
activated_m2_cd44,endothelial,D3,0.7531618349431555,-0.4089681989358394,81,6,2,False,False
activated_m2_cd44,fibroblast,D3,0.7794464497762232,-0.3594781858784753,81,6,2,False,False
activated_m2_cd44,immune_cells,D3,1.142042049849682,0.191615771535039,81,6,2,False,False
activated_m2_cd44,m2_macrophage,D3,2.269002913057278,1.182058461214125,81,6,2,False,False
activated_m2_cd44,myeloid,D3,1.4013073084769898,0.4867733753250105,81,6,2,False,False
activated_m2_cd44,neutrophil,D3,1.0022419828347435,0.0032308770837767,81,6,2,False,False
activated_myeloid_cd140b,activated_endothelial_cd140b,D3,,,4,3,1,True,True
activated_myeloid_cd140b,activated_endothelial_cd44,D3,,,4,3,1,True,True
activated_myeloid_cd140b,activated_fibroblast_cd140b,D3,,,4,3,1,True,True
activated_myeloid_cd140b,activated_fibroblast_cd44,D3,,,4,3,0,True,True
activated_myeloid_cd140b,activated_immune,D3,,,2,2,1,True,True
activated_myeloid_cd140b,activated_m2_cd140b,D3,,,4,3,1,True,True
activated_myeloid_cd140b,activated_m2_cd44,D3,,,4,3,1,True,True
activated_myeloid_cd140b,activated_myeloid_cd140b,D3,,,4,3,0,True,True
activated_myeloid_cd140b,activated_myeloid_cd44,D3,,,4,3,0,True,True
activated_myeloid_cd140b,endothelial,D3,,,4,3,1,True,True
activated_myeloid_cd140b,fibroblast,D3,,,4,3,1,True,True
activated_myeloid_cd140b,immune_cells,D3,,,4,3,1,True,True
activated_myeloid_cd140b,m2_macrophage,D3,,,4,3,0,True,True
activated_myeloid_cd140b,myeloid,D3,,,4,3,1,True,True
activated_myeloid_cd140b,neutrophil,D3,,,4,3,1,True,True
activated_myeloid_cd44,activated_endothelial_cd140b,D3,,,27,6,1,False,True
activated_myeloid_cd44,activated_endothelial_cd44,D3,2.2294516243808804,1.156688895761717,27,6,2,False,False
activated_myeloid_cd44,activated_fibroblast_cd140b,D3,0.7177410543395861,-0.4784646505630113,27,6,2,False,False
activated_myeloid_cd44,activated_fibroblast_cd44,D3,,,22,5,0,False,True
activated_myeloid_cd44,activated_immune,D3,,,12,2,0,True,True
activated_myeloid_cd44,activated_m2_cd140b,D3,,,27,6,1,False,True
activated_myeloid_cd44,activated_m2_cd44,D3,1.420555220576296,0.5064549138246304,27,6,2,False,False
activated_myeloid_cd44,activated_myeloid_cd140b,D3,,,15,3,0,True,True
activated_myeloid_cd44,activated_myeloid_cd44,D3,4.840675867804294,2.2752084944121416,27,6,2,False,False
activated_myeloid_cd44,endothelial,D3,0.6847114938534592,-0.5464318645718041,27,6,2,False,False
activated_myeloid_cd44,fibroblast,D3,1.0018105102020518,0.0026096524010449,27,6,2,False,False
activated_myeloid_cd44,immune_cells,D3,1.4032077259281488,0.4887285962586971,27,6,2,False,False
activated_myeloid_cd44,m2_macrophage,D3,2.079757919170188,1.0564156105116052,27,6,2,False,False
activated_myeloid_cd44,myeloid,D3,1.6430915405514672,0.7164128585112026,27,6,2,False,False
activated_myeloid_cd44,neutrophil,D3,0.9377554965143612,-0.092716280833439,27,6,2,False,False
endothelial,activated_endothelial_cd140b,D3,1.6517587129317557,0.7240029548682267,416,6,2,False,False
endothelial,activated_endothelial_cd44,D3,0.8992565238198359,-0.1531953741954481,416,6,2,False,False
endothelial,activated_fibroblast_cd140b,D3,1.0842179057517565,0.1166547381993301,416,6,2,False,False
endothelial,activated_fibroblast_cd44,D3,0.8277121553911349,-0.2727989505791122,362,5,2,False,False
endothelial,activated_immune,D3,,,166,2,1,False,True
endothelial,activated_m2_cd140b,D3,1.042071138586934,0.0594537687712817,416,6,2,False,False
endothelial,activated_m2_cd44,D3,0.6490765953520655,-0.6235393590138946,416,6,2,False,False
endothelial,activated_myeloid_cd140b,D3,,,213,3,1,False,True
endothelial,activated_myeloid_cd44,D3,0.8022553438073702,-0.3178666005844353,416,6,2,False,False
endothelial,endothelial,D3,1.5354765194729132,0.6186864507709711,416,6,2,False,False
endothelial,fibroblast,D3,1.225967851822206,0.2939211481765115,416,6,2,False,False
endothelial,immune_cells,D3,0.83247887799645,-0.2645144269032869,416,6,2,False,False
endothelial,m2_macrophage,D3,0.8678082578028384,-0.204551780414522,416,6,2,False,False
endothelial,myeloid,D3,1.166407796697715,0.2220722683127545,416,6,2,False,False
endothelial,neutrophil,D3,0.661849774909988,-0.5954243001914745,416,6,2,False,False
fibroblast,activated_endothelial_cd140b,D3,0.9512943546279928,-0.0720362782448629,101,6,2,False,False
fibroblast,activated_endothelial_cd44,D3,0.7640138470752522,-0.3883293088177488,101,6,2,False,False
fibroblast,activated_fibroblast_cd140b,D3,1.767741129743701,0.8219070201029681,101,6,2,False,False
fibroblast,activated_fibroblast_cd44,D3,1.2357646864323737,0.3054040522735578,96,5,2,False,False
fibroblast,activated_immune,D3,,,64,2,1,False,True
fibroblast,activated_m2_cd140b,D3,1.512944149663166,0.5973587314468,101,6,2,False,False
fibroblast,activated_m2_cd44,D3,0.5635553926941888,-0.8273706728880761,101,6,2,False,False
fibroblast,activated_myeloid_cd140b,D3,,,68,3,1,False,True
fibroblast,activated_myeloid_cd44,D3,0.5702641957642532,-0.8102976394459107,101,6,2,False,False
fibroblast,endothelial,D3,1.164833761989006,0.2201240768822595,101,6,2,False,False
fibroblast,fibroblast,D3,1.4622745030050883,0.5482141641975629,101,6,2,False,False
fibroblast,immune_cells,D3,0.960537431789315,-0.058086258607626,101,6,2,False,False
fibroblast,m2_macrophage,D3,0.7611013156661853,-0.3938395808694118,101,6,2,False,False
fibroblast,myeloid,D3,1.466775002852094,0.5526475846005734,101,6,2,False,False
fibroblast,neutrophil,D3,0.8459965586684777,-0.2412763001024435,101,6,2,False,False
immune_cells,activated_endothelial_cd140b,D3,0.6534445820344158,-0.6138632071670661,149,6,2,False,False
immune_cells,activated_endothelial_cd44,D3,0.5996029025012761,-0.7379207279223667,149,6,2,False,False
immune_cells,activated_fibroblast_cd140b,D3,0.892942430078054,-0.1633609301995795,149,6,2,False,False
immune_cells,activated_fibroblast_cd44,D3,1.183175151368582,0.2426636588902531,128,5,2,False,False
immune_cells,activated_immune,D3,,,53,2,1,False,True
immune_cells,activated_m2_cd140b,D3,1.3537404060956313,0.4369511135475075,149,6,2,False,False
immune_cells,activated_m2_cd44,D3,1.0350072686545722,0.0496408995266129,149,6,2,False,False
immune_cells,activated_myeloid_cd140b,D3,,,66,3,1,False,True
immune_cells,activated_myeloid_cd44,D3,1.1684274681367457,0.2245681794718378,149,6,2,False,False
immune_cells,endothelial,D3,0.832735382958096,-0.2640699694568983,149,6,2,False,False
immune_cells,fibroblast,D3,0.8393922060718844,-0.2525830273195369,149,6,2,False,False
immune_cells,immune_cells,D3,1.3992571752813996,0.4846611457799122,149,6,2,False,False
immune_cells,m2_macrophage,D3,1.523262682174474,0.6071647518005239,149,6,2,False,False
immune_cells,myeloid,D3,1.0698314431494762,0.0973835113104315,149,6,2,False,False
immune_cells,neutrophil,D3,0.9135545485474352,-0.1304372198174989,149,6,2,False,False
m2_macrophage,activated_endothelial_cd140b,D3,1.2660375460396371,0.3403201904550195,70,6,2,False,False
m2_macrophage,activated_endothelial_cd44,D3,0.4355449003231997,-1.1991066409666782,70,6,2,False,False
m2_macrophage,activated_fibroblast_cd140b,D3,0.7883960233141547,-0.3430075954712315,70,6,2,False,False
m2_macrophage,activated_fibroblast_cd44,D3,1.563931697019143,0.645177505916653,63,5,2,False,False
m2_macrophage,activated_immune,D3,,,39,2,1,False,True
m2_macrophage,activated_m2_cd140b,D3,2.753995803736669,1.4615263612401574,70,6,2,False,False
m2_macrophage,activated_m2_cd44,D3,2.424963766536621,1.2779631909168938,70,6,2,False,False
m2_macrophage,activated_myeloid_cd140b,D3,,,45,3,1,False,True
m2_macrophage,activated_myeloid_cd44,D3,1.716640890827378,0.7795882692709917,70,6,2,False,False
m2_macrophage,endothelial,D3,0.7861182650124345,-0.3471817245000532,70,6,2,False,False
m2_macrophage,fibroblast,D3,0.7879395108134225,-0.3438432149507954,70,6,2,False,False
m2_macrophage,immune_cells,D3,1.35708807543753,0.4405143551514229,70,6,2,False,False
m2_macrophage,m2_macrophage,D3,1.1301659873783905,0.1765346766947863,70,6,2,False,False
m2_macrophage,myeloid,D3,0.8838794834721568,-0.1780784226122551,70,6,2,False,False
m2_macrophage,neutrophil,D3,0.951098450309908,-0.0723334095086643,70,6,2,False,False
myeloid,activated_endothelial_cd140b,D3,0.6615873619125147,-0.5959964194475353,41,6,2,False,False
myeloid,activated_endothelial_cd44,D3,0.904875858723012,-0.1442082146135973,41,6,2,False,False
myeloid,activated_fibroblast_cd140b,D3,0.7750916027777295,-0.3675612721603403,41,6,2,False,False
myeloid,activated_fibroblast_cd44,D3,2.8702472024708734,1.5211749955840703,32,5,2,False,False
myeloid,activated_immune,D3,,,16,2,0,True,True
myeloid,activated_m2_cd140b,D3,,,41,6,1,False,True
myeloid,activated_m2_cd44,D3,1.3239034009555526,0.4047978592700647,41,6,2,False,False
myeloid,activated_myeloid_cd140b,D3,,,22,3,0,False,True
myeloid,activated_myeloid_cd44,D3,2.3236823408683875,1.2164128585112028,41,6,2,False,False
myeloid,endothelial,D3,1.2215527700140931,0.2887161881186519,41,6,2,False,False
myeloid,fibroblast,D3,1.1693921566968484,0.2257588200720557,41,6,2,False,False
myeloid,immune_cells,D3,1.1028392959593751,0.1412225789493973,41,6,2,False,False
myeloid,m2_macrophage,D3,0.9437184036703238,-0.0835716571582728,41,6,2,False,False
myeloid,myeloid,D3,,,41,6,1,False,True
myeloid,neutrophil,D3,0.8051334603387083,-0.3127001481696351,41,6,2,False,False
neutrophil,activated_endothelial_cd140b,D3,0.6428805594759355,-0.6373773701771286,865,6,2,False,False
neutrophil,activated_endothelial_cd44,D3,0.9285874387078612,-0.1068903296369412,865,6,2,False,False
neutrophil,activated_fibroblast_cd140b,D3,0.8036896455707043,-0.315289599996024,865,6,2,False,False
neutrophil,activated_fibroblast_cd44,D3,0.9691449294706332,-0.0452156672306865,745,5,2,False,False
neutrophil,activated_immune,D3,,,330,2,1,False,True
neutrophil,activated_m2_cd140b,D3,0.6898655385244361,-0.5356129008338336,865,6,2,False,False
neutrophil,activated_m2_cd44,D3,0.943382063409643,-0.0840859238226484,865,6,2,False,False
neutrophil,activated_myeloid_cd140b,D3,,,421,3,1,False,True
neutrophil,activated_myeloid_cd44,D3,1.018407557316937,0.0263150302270204,865,6,2,False,False
neutrophil,endothelial,D3,0.6273663910974947,-0.672619850844068,865,6,2,False,False
neutrophil,fibroblast,D3,0.8451161059299966,-0.2427785358090337,865,6,2,False,False
neutrophil,immune_cells,D3,0.8876062042922832,-0.1720083430008988,865,6,2,False,False
neutrophil,m2_macrophage,D3,0.9841687118034792,-0.0230224431251365,865,6,2,False,False
neutrophil,myeloid,D3,0.8728949735895644,-0.1961200151410242,865,6,2,False,False
neutrophil,neutrophil,D3,1.2657659153614482,0.3400106243770404,865,6,2,False,False
activated_endothelial_cd140b,activated_endothelial_cd140b,D7,3.2676930417288443,1.7082724669674276,111,6,2,False,False
activated_endothelial_cd140b,activated_endothelial_cd44,D7,,,111,6,1,False,True
activated_endothelial_cd140b,activated_fibroblast_cd140b,D7,1.815681327186487,0.860511015387172,111,6,2,False,False
activated_endothelial_cd140b,activated_fibroblast_cd44,D7,0.4311071284688163,-1.2138816768349234,111,6,2,False,False
activated_endothelial_cd140b,activated_immune,D7,,,50,2,1,False,True
activated_endothelial_cd140b,activated_m2_cd140b,D7,1.2607137101715291,0.3342406977052402,111,6,2,False,False
activated_endothelial_cd140b,activated_m2_cd44,D7,0.6455781141533512,-0.6313364244774119,111,6,2,False,False
activated_endothelial_cd140b,activated_myeloid_cd140b,D7,1.4297535242444814,0.5157664616900166,111,6,2,False,False
